CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NR_LOCAL_VOTACAO,DIMENSAO,CATEGORIA,QT_ELEITORES,QT_ELEITORES_BIOMETRIA,QT_ELEITORES_DEFICIENCIA,QT_ELEITORES_NOME_SOCIAL
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,45 a 49 anos,16,15,0,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,50 a 54 anos,15,15,1,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,55 a 59 anos,10,10,0,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,60 a 64 anos,9,9,2,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,65 a 69 anos,4,4,0,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,70 a 74 anos,7,7,0,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,75 a 79 anos,4,4,1,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,80 a 84 anos,2,2,0,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,85 a 89 anos,4,4,1,0
01090,MÂNCIO LIMA,4,436,1120,FAIXA ETÁRIA,90 a 94 anos,1,1,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,100 anos ou mais,1,1,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,16 anos,6,6,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,17 anos,5,5,1,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,18 anos,6,6,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,19 anos,4,2,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,20 anos,11,1,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,21 a 24 anos,76,43,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,25 a 29 anos,42,38,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,30 a 34 anos,19,18,2,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,35 a 39 anos,19,19,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,40 a 44 anos,13,12,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,45 a 49 anos,24,24,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,50 a 54 anos,15,15,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,55 a 59 anos,10,10,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,60 a 64 anos,10,9,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,65 a 69 anos,2,2,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,70 a 74 anos,5,5,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,75 a 79 anos,4,4,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,80 a 84 anos,4,4,0,0
01090,MÂNCIO LIMA,4,437,1147,FAIXA ETÁRIA,85 a 89 anos,2,2,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,16 anos,5,5,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,17 anos,4,4,1,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,18 anos,17,17,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,19 anos,16,15,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,20 anos,26,4,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,21 a 24 anos,71,28,2,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,25 a 29 anos,23,22,1,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,30 a 34 anos,19,17,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,35 a 39 anos,21,21,1,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,40 a 44 anos,23,23,1,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,45 a 49 anos,15,13,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,50 a 54 anos,13,13,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,55 a 59 anos,11,10,1,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,60 a 64 anos,7,7,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,65 a 69 anos,4,4,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,70 a 74 anos,1,0,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,75 a 79 anos,3,3,0,0
01090,MÂNCIO LIMA,4,439,1244,FAIXA ETÁRIA,85 a 89 anos,1,1,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,16 anos,10,10,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,17 anos,8,8,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,18 anos,8,8,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,19 anos,6,6,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,20 anos,7,3,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,21 a 24 anos,32,21,1,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,25 a 29 anos,22,22,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,30 a 34 anos,16,16,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,35 a 39 anos,11,11,1,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,40 a 44 anos,9,9,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,45 a 49 anos,11,11,0,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,50 a 54 anos,7,7,1,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,55 a 59 anos,5,5,1,0
01090,MÂNCIO LIMA,4,445,1074,FAIXA ETÁRIA,60 a 64 anos,2,2,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,16 anos,4,4,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,17 anos,2,2,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,18 anos,25,25,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,19 anos,53,51,2,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,20 anos,19,18,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,21 a 24 anos,41,38,2,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,25 a 29 anos,31,31,4,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,30 a 34 anos,17,17,1,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,35 a 39 anos,24,23,3,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,40 a 44 anos,13,13,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,45 a 49 anos,21,21,2,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,50 a 54 anos,12,12,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,55 a 59 anos,6,6,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,60 a 64 anos,4,4,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,65 a 69 anos,7,7,0,0
01090,MÂNCIO LIMA,4,466,1058,FAIXA ETÁRIA,70 a 74 anos,4,4,1,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,16 anos,3,3,0,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,17 anos,6,6,0,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,18 anos,32,32,0,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,19 anos,40,40,1,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,20 anos,17,17,0,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,21 a 24 anos,29,29,1,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,25 a 29 anos,33,33,1,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,30 a 34 anos,19,19,0,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,35 a 39 anos,17,17,0,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,40 a 44 anos,12,12,0,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,45 a 49 anos,22,22,1,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,50 a 54 anos,9,9,1,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,55 a 59 anos,13,13,1,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,60 a 64 anos,8,8,1,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,65 a 69 anos,9,9,2,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,70 a 74 anos,2,2,0,0
01090,MÂNCIO LIMA,4,473,1147,FAIXA ETÁRIA,80 a 84 anos,1,1,0,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,16 anos,11,11,1,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,17 anos,36,36,0,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,18 anos,33,33,1,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,19 anos,23,23,3,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,20 anos,19,19,0,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,21 a 24 anos,25,25,0,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,25 a 29 anos,20,20,1,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,30 a 34 anos,25,25,1,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,35 a 39 anos,20,20,1,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,40 a 44 anos,21,21,1,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,45 a 49 anos,9,9,2,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,50 a 54 anos,9,9,2,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,55 a 59 anos,8,8,2,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,60 a 64 anos,3,3,0,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,65 a 69 anos,2,2,0,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,70 a 74 anos,7,7,3,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,75 a 79 anos,1,1,0,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,80 a 84 anos,1,1,1,0
01090,MÂNCIO LIMA,4,491,1120,FAIXA ETÁRIA,90 a 94 anos,1,1,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,16 anos,9,9,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,17 anos,8,8,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,18 anos,5,5,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,19 anos,3,3,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,20 anos,15,13,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,21 a 24 anos,32,25,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,25 a 29 anos,40,40,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,30 a 34 anos,30,29,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,35 a 39 anos,14,14,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,40 a 44 anos,13,13,1,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,45 a 49 anos,24,24,1,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,50 a 54 anos,26,26,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,55 a 59 anos,24,24,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,60 a 64 anos,7,7,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,65 a 69 anos,13,13,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,70 a 74 anos,12,12,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,75 a 79 anos,5,5,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,80 a 84 anos,1,1,0,0
01104,JORDÃO,5,27,1112,FAIXA ETÁRIA,85 a 89 anos,3,2,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,16 anos,1,1,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,17 anos,9,9,1,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,18 anos,9,9,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,19 anos,10,10,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,20 anos,10,10,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,21 a 24 anos,28,27,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,25 a 29 anos,8,8,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,30 a 34 anos,15,15,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,35 a 39 anos,27,27,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,40 a 44 anos,32,32,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,45 a 49 anos,13,13,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,50 a 54 anos,31,31,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,55 a 59 anos,25,25,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,60 a 64 anos,21,21,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,65 a 69 anos,16,16,1,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,70 a 74 anos,13,13,1,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,75 a 79 anos,5,5,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,80 a 84 anos,2,2,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,85 a 89 anos,1,1,0,0
01104,JORDÃO,5,28,1023,FAIXA ETÁRIA,90 a 94 anos,2,2,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,100 anos ou mais,1,1,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,16 anos,7,7,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,17 anos,11,11,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,18 anos,4,4,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,19 anos,7,7,1,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,20 anos,9,6,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,21 a 24 anos,27,23,1,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,25 a 29 anos,30,30,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,30 a 34 anos,36,36,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,35 a 39 anos,27,27,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,40 a 44 anos,22,22,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,45 a 49 anos,24,24,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,50 a 54 anos,18,18,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,55 a 59 anos,13,13,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,60 a 64 anos,6,6,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,65 a 69 anos,7,7,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,70 a 74 anos,13,13,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,75 a 79 anos,6,6,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,80 a 84 anos,6,6,0,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,85 a 89 anos,4,4,1,0
01104,JORDÃO,5,32,1112,FAIXA ETÁRIA,95 a 99 anos,1,1,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,16 anos,4,4,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,17 anos,8,8,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,18 anos,1,1,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,19 anos,2,2,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,20 anos,7,4,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,21 a 24 anos,21,21,1,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,25 a 29 anos,36,35,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,30 a 34 anos,37,36,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,35 a 39 anos,18,18,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,40 a 44 anos,42,42,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,45 a 49 anos,34,34,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,50 a 54 anos,25,25,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,55 a 59 anos,19,19,2,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,60 a 64 anos,10,10,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,65 a 69 anos,6,6,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,70 a 74 anos,5,5,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,75 a 79 anos,2,2,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,80 a 84 anos,2,2,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,85 a 89 anos,1,1,0,0
01104,JORDÃO,5,37,1112,FAIXA ETÁRIA,95 a 99 anos,3,3,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,16 anos,6,6,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,17 anos,6,6,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,18 anos,5,5,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,19 anos,1,1,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,20 anos,6,4,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,21 a 24 anos,20,20,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,25 a 29 anos,30,30,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,30 a 34 anos,32,32,1,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,35 a 39 anos,35,35,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,40 a 44 anos,32,32,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,45 a 49 anos,46,46,1,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,50 a 54 anos,25,25,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,55 a 59 anos,12,12,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,60 a 64 anos,11,11,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,65 a 69 anos,4,4,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,70 a 74 anos,9,9,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,75 a 79 anos,2,2,0,0
01104,JORDÃO,5,45,1112,FAIXA ETÁRIA,85 a 89 anos,1,1,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,16 anos,11,11,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,17 anos,6,6,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,18 anos,3,3,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,20 anos,6,5,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,21 a 24 anos,17,12,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,25 a 29 anos,29,29,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,30 a 34 anos,43,43,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,35 a 39 anos,27,27,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,40 a 44 anos,26,25,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,45 a 49 anos,37,37,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,50 a 54 anos,30,30,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,55 a 59 anos,21,20,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,60 a 64 anos,8,8,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,65 a 69 anos,8,8,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,70 a 74 anos,2,2,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,75 a 79 anos,5,5,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,80 a 84 anos,2,2,0,0
01104,JORDÃO,5,46,1112,FAIXA ETÁRIA,85 a 89 anos,2,2,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,17 anos,3,3,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,18 anos,14,14,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,19 anos,9,9,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,20 anos,6,6,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,21 a 24 anos,24,22,1,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,25 a 29 anos,12,12,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,30 a 34 anos,10,10,1,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,35 a 39 anos,45,44,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,40 a 44 anos,61,61,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,45 a 49 anos,48,48,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,50 a 54 anos,22,22,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,55 a 59 anos,13,13,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,60 a 64 anos,13,13,1,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,65 a 69 anos,7,7,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,70 a 74 anos,1,1,0,0
01104,JORDÃO,5,52,1040,FAIXA ETÁRIA,75 a 79 anos,3,3,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,16 anos,2,2,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,17 anos,2,2,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,18 anos,3,3,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,19 anos,2,2,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,20 anos,9,8,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,21 a 24 anos,17,11,1,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,25 a 29 anos,8,7,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,30 a 34 anos,2,2,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,35 a 39 anos,5,5,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,40 a 44 anos,19,19,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,45 a 49 anos,21,18,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,50 a 54 anos,14,13,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,55 a 59 anos,12,11,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,60 a 64 anos,9,9,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,65 a 69 anos,14,14,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,70 a 74 anos,4,4,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,75 a 79 anos,9,9,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,80 a 84 anos,2,2,0,0
01104,JORDÃO,5,56,1066,FAIXA ETÁRIA,90 a 94 anos,1,1,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,16 anos,4,4,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,17 anos,4,4,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,18 anos,9,9,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,19 anos,13,13,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,20 anos,5,4,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,21 a 24 anos,21,18,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,25 a 29 anos,7,6,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,30 a 34 anos,9,9,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,35 a 39 anos,37,37,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,40 a 44 anos,26,26,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,45 a 49 anos,29,28,2,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,50 a 54 anos,21,21,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,55 a 59 anos,16,13,2,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,60 a 64 anos,14,14,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,65 a 69 anos,11,11,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,70 a 74 anos,8,8,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,75 a 79 anos,5,5,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,80 a 84 anos,3,3,0,0
01104,JORDÃO,5,57,1058,FAIXA ETÁRIA,85 a 89 anos,1,1,0,0
01104,JORDÃO,5,62,1066,FAIXA ETÁRIA,17 anos,4,4,0,0
01104,JORDÃO,5,62,1066,FAIXA ETÁRIA,18 anos,4,4,0,0
01104,JORDÃO,5,62,1066,FAIXA ETÁRIA,19 anos,7,7,0,0
01104,JORDÃO,5,62,1066,FAIXA ETÁRIA,20 anos,6,4,1,0
01104,JORDÃO,5,62,1066,FAIXA ETÁRIA,21 a 24 anos,22,13,0,0
